HotelID,Name Hotel,Location,Descriptions,Rating
1725,Somerset Grand Hanoi,Hà Nội,"Tọa lạc tại quận Hoàn Kiếm thuộc thủ đô Hà Nội, Somerset Grand Hanoi cung cấp các dinh thự tự phục vụ. Du khách có thể sử dụng hồ bơi ngoài trời, phòng tập thể dục hay dùng bữa tại nhà hàng và quầy bar của chỗ nghỉ. Du khách cũng có thể sử dụng Wi-Fi miễn phí trong tất cả các khu vực. Từ Sommerset Grand Hanoi du khách đi bộ 15 phút là đến nhiều điểm tham quan nổi tiếng, bao gồm Hồ Hoàn Kiếm mang tính biểu tượng, Khu Phố Cổ, Nhà Thờ Lớn và Nhà Hát Lớn. Sân bay quốc tế Nội Bài cách đó 45 phút lái xe. Tất cả các phòng nghỉ rộng rãi đầy đủ tiện nghi tại đây được trang trí bằng tông màu be sáng và có cửa sổ vách kính cho tầm nhìn bao quát thành phố, phòng khách với ghế sofa, bếp đầy đủ vật dụng với khu vực phòng ăn cùng thiết bị giặt là. Mỗi phòng đều được trang bị TV màn hình phẳng, đầu đĩa DVD và hệ thống giải trí gia đình. Phòng tắm riêng có vòi sen, máy sấy tóc và đồ vệ sinh cá nhân miễn phí. Du khách có thể chơi tennis, ngâm mình trong bể sục hoặc thư giãn trong phòng xông hơi khô. Chỗ nghỉ cũng có trung tâm dịch vụ doanh nhân, đồng thời cung cấp các dịch vụ giữ trẻ và giặt là. Du khách có thể thưởng thức ẩm thực Việt Nam và quốc tế ngon miệng tại Nhà hàng Jaspa hoặc trong sự thoải mái ngay tại phòng nghỉ.",7.1
1726,Golden Silk Boutique Hotel,Hà Nội,"Golden Silk Hotel là khách sạn boutique 4 sao ở Khu Phố Cổ Hà Nội, chỉ nằm trong bán kính 700 m từ Hồ Hoàn Kiếm xinh đẹp và Nhà hát Múa rối Nước nổi tiếng. Khách sạn 11 tầng này có Wi-Fi miễn phí và quầy lễ tân 24 giờ. Dịch vụ phòng được cung cấp 24/24. Với tầm nhìn ra quang cảnh đường phố từ cửa sổ hoặc ban công, tất cả các phòng máy lạnh tại đây đều được trang bị TV màn hình phẳng, két an toàn cá nhân và minibar. Phòng tắm riêng đi kèm với vòi sen hoặc bồn tắm cũng như đồ vệ sinh cá nhân miễn phí và máy sấy tóc. Từ Golden Silk Boutique Hotel, du khách đi bộ 10 phút là tới Chợ Đồng Xuân và Chợ Đêm Cuối tuần. Lăng Chủ tịch Hồ Chí Minh, Chùa Một Cột và Ga Hà Nội đều cách đó 4 km. Sân bay Quốc tế Nội Bài nằm trong bán kính 45 phút lái xe từ chỗ ở này. Bàn đặt tour có thể sắp xếp các chuyến đi trong ngày và dịch vụ cho thuê xe hơi. Khách sạn cũng có trung tâm dịch vụ doanh nhân và các dịch vụ giặt là cũng như đưa đón sân bay (thu phí). Các bữa ăn kiểu phương Tây và châu Á được phục vụ tại nhà hàng Oriental Restaurant. Quán Rendezvous Piano Bar là nơi quý khách có thể thưởng thức đồ uống.",7.9
1727,Napoly Hotel,Vũng Tàu,"Napoly Hotel nằm bên bờ biển ở thành phố Vũng Tàu, cách Bãi Sau 400 m và Bãi Dứa 1,4 km. Trong số các tiện nghi của chỗ nghỉ này có lễ tân 24 giờ, dịch vụ phòng và WiFi miễn phí trong toàn bộ khuôn viên. Chỗ đỗ xe riêng có thể được bố trí cho khách với một khoản phụ phí. Phòng nghỉ tại Napoly Hotel được trang bị ấm đun nước, TV màn hình phẳng, máy điều hòa, tủ lạnh và phòng tắm riêng với vòi xịt/chậu rửa vệ sinh. Một số phòng có ban công.  Chỗ nghỉ có sân hiên. Các điểm tham quan nổi tiếng gần Napoly Hotel bao gồm Bãi Trước, Ngọn hải đăng Vũng Tàu và Tượng Chúa Kitô Vua. Sân bay gần nhất là sân bay quốc tế Tân Sơn Nhất, nằm trong bán kính 72 km từ khách sạn.",6.9
1728,Famiana Green Villa,Phú Quốc,"Chỗ nghỉ có hồ bơi ngoài trời và nhà hàng. Quý khách có thể thưởng thức đồ uống giải khát tại quầy bar và quán cafe đầy ắp đồ hoặc thư giãn với các liệu pháp trẻ hóa tại spa. Tất cả các phòng nghỉ được thiết kế trang nhã tại Famiana Green Villa đều có Wi-Fi miễn phí và được trang trí với tông màu kem kết hợp các điểm nhấn màu xanh nhạt và màu be của các loại vải. Các phòng nghỉ được trang bị máy điều hòa và TV truyền hình cáp màn hình phẳng. Phòng tắm riêng đi kèm bồn tắm ngâm sâu/vòi sen thư giãn, dép và đồ vệ sinh cá nhân miễn phí. Một số phòng có khu vực ghế ngồi trong khi một số phòng nhìn ra khu vườn/hồ bơi. Famiana Green Villa có phòng tập thể dục đầy đủ tiện nghi cũng như thiết bị thể thao dưới nước, bao gồm cả thuyền kayak, cung tên, sân tennis và sân gôn mini. Quý khách có thể gặp đội ngũ nhân viên chuyên nghiệp để được hỗ trợ đối với một loạt dịch vụ. Famiana Green Villa cách Chùa Sư Muôn 1,6 km và và sân bay quốc tế Phú Quốc 4 km.",8
1729,Phu Tho Da Lat Hotel,Đà Lạt,"Tọa lạc tại thành phố Đà Lạt, cách Quảng trường Lâm Viên 1,3 km, Phu Tho Da Lat Hotel cung cấp chỗ nghỉ với quầy bar, chỗ đỗ xe riêng miễn phí, sảnh khách chung và sân hiên. Trong số các tiện nghi của khách sạn này có lễ tân 24 giờ, dịch vụ phòng và WiFi miễn phí trong toàn bộ khuôn viên. Khách sạn cung cấp các phòng gia đình. Tất cả phòng nghỉ của khách sạn đều được trang bị truyền hình vệ tinh màn hình phẳng, tủ lạnh, ấm đun nước, chậu rửa vệ sinh (bidet), máy sấy tóc và bàn làm việc. Mỗi phòng còn có tủ để quần áo và phòng tắm riêng. Các điểm tham quan nổi tiếng gần Phu Tho Da Lat Hotel bao gồm Công viên Yersin, Hồ Xuân Hương và Biệt thự Hằng Nga (Ngôi nhà điên). Sân bay gần nhất là sân bay Liên Khương, cách chỗ nghỉ 22 km.",6.9
1731,ZO APARTMENT MILLENNIUM - Free pool & gym,TP. Hồ Chí Minh,"Tọa lạc tại Thành phố Hồ Chí Minh, cách Bến Nhà Rồng 1,2 km và Bảo tàng Mỹ thuật 1,5 km, ZO APARTMENT MILLENNIUM - Free pool & gym cung cấp chỗ nghỉ với WiFi miễn phí, máy điều hòa, trung tâm thể dục và vườn. Mỗi căn tại đây đều có ban công, khu vực bếp ăn đầy đủ tiện nghi với lò vi sóng, khu vực ghế ngồi, TV màn hình phẳng, máy giặt và phòng tắm riêng đi kèm vòi xịt/chậu rửa vệ sinh cùng dép đi trong phòng. Các căn còn được trang bị tủ lạnh, lò nướng và ấm đun nước. Căn hộ có sân chơi cho trẻ em. ZO APARTMENT MILLENNIUM - Free pool & gym cung cấp cả dịch vụ cho thuê xe đạp lẫn xe hơi trong khi du khách có thể đi xe đạp ở khu vực gần đó. Chỗ nghỉ nằm cách trung tâm thương mại Takashimaya Việt Nam 1,7 km và Chợ ẩm thực đường phố Bến Thành 2 km. Sân bay gần nhất là sân bay quốc tế Tân Sơn Nhất, nằm trong bán kính 14 km từ ZO APARTMENT MILLENNIUM - Free pool & gym.",5.8
1732,Handy Beachfront Apartment - Muong thanh Vien Trieu,Nha Trang,"Nằm cách Bãi biển Hòn Chồng vài bước chân, Handy Beachfront Apartment - Muong thanh Vien Trieu cung cấp chỗ nghỉ với nhà hàng, sảnh khách chung và lễ tân 24 giờ để tạo thuận tiện cho khách. Chỗ nghỉ này có WiFi miễn phí. Tất cả các căn tại đây đều được trang bị máy điều hòa, TV màn hình phẳng, phòng khách với ghế sofa, bếp đầy đủ tiện nghi đi kèm khu vực ăn uống và phòng tắm riêng với vòi xịt/chậu rửa vệ sinh, dép đi trong phòng cùng máy sấy tóc. Các căn còn được trang bị lò vi sóng, tủ lạnh, bếp nấu ăn và ấm đun nước. Căn hộ phục vụ bữa sáng kiểu Á hàng ngày. Handy Beachfront Apartment - Muong thanh Vien Trieu có sân chơi cho trẻ em. Chỗ nghỉ cung cấp dịch vụ cho thuê xe đạp và xe hơi trong khi du khách cũng có thể đi bộ đường dài ở khu vực gần đó. Handy Beachfront Apartment - Muong thanh Vien Trieu nằm cách Bãi biển Nha Trang 2 km và Hòn Chồng 1,2 km. Sân bay gần nhất là sân bay quốc tế Cam Ranh, nằm trong bán kính 41 km từ căn hộ, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",6
1733,Hoi An Viet House Homestay,Hội An,"Nơi nghỉ này có chỗ đỗ xe miễn phí. Các phòng nghỉ máy lạnh có sàn lát gạch, két an toàn cá nhân, khu vực tiếp khách và TV màn hình phẳng. Ngoài ra còn đi kèm ấm đun nước điện và minibar. Phòng tắm riêng được trang bị bồn tắm, tiện nghi vòi sen, dép đi trong phòng và máy sấy tóc. Tại Hoi An Viet House Homestay, du khách có thể gặp nhân viên để được hỗ trợ với các dịch vụ thu đổi ngoại tệ, giặt là và sắp xếp tour du lịch. Dịch vụ vận chuyển và đưa đón sân bay cũng được cung cấp với một khoản phụ phí. Chỗ nghỉ này nằm trong bán kính 700 m từ Chùa Cầu Nhật Bản. Sân bay Quốc tế Đà Nẵng cách đó khoảng 30 km.",7.8
1735,Viet Duc Guest House,Sa Pa,"Trong số các tiện nghi của nhà khách này còn có nhà hàng, lễ tân 24 giờ, sảnh khách chung và WiFi miễn phí. Chỗ nghỉ cũng có máy ATM, dịch vụ trợ giúp đặc biệt và dịch vụ thu đổi ngoại tệ cho khách. Tất cả phòng nghỉ tại Viet Duc Guest House đều được bố trí bàn làm việc, TV, phòng tắm riêng và khu vực ghế ngồi. Nhà khách nằm gần các điểm tham quan nổi tiếng như trung tâm thương mại Sun Plaza, Hồ Sa Pa và Quảng trường Trung tâm Sa Pa.",7.3
1736,The EmblemSea Beauty Villas Da Nang,Đà Nẵng,"Tọa lạc tại thành phố Đà Nẵng, The EmblemSea Beauty Villas Da Nang có nhà hàng, lễ tân 24 giờ, quầy bar, vườn, hồ bơi ngoài trời mở cửa quanh năm, sân hiên và tầm nhìn ra dòng sông. Căn hộ cung cấp miễn phí cả WiFi lẫn chỗ đỗ xe riêng. Mỗi căn tại đây đều có tầm nhìn ra hồ nước/hồ bơi, bếp, TV truyền hình vệ tinh màn hình phẳng, đầu đĩa DVD, bàn làm việc, máy giặt và phòng tắm riêng với vòi xịt/chậu rửa vệ sinh cùng áo choàng tắm. Tất cả các căn được bố trí máy điều hòa cũng như khu vực tiếp khách và/hoặc ăn uống. The EmblemSea Beauty Villas Da Nang phục vụ bữa sáng kiểu lục địa hoặc bữa sáng buffet. Chỗ nghỉ có khu vực bãi biển riêng và sảnh khách chung. The EmblemSea Beauty Villas Da Nang nằm cách Bãi biển Non Nước 650 m và Bãi biển Hà Mỹ 2,4 km. Sân bay gần nhất là sân bay quốc tế Đà Nẵng, nằm trong bán kính 16 km từ căn hộ, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay miễn phí.",6.2
1737,Bap Homestay,Hội An,"Tọa lạc tại thành phố Hội An, cách Hội quán Triều Châu 700 m và Bảo tàng Lịch sử Hội An 1,1 km, Bap Homestay cung cấp chỗ nghỉ với WiFi miễn phí, máy điều hòa, quầy bar và sảnh khách chung. Tất cả phòng nghỉ tại đây đều được bố trí khu vực ghế ngồi, TV màn hình phẳng và phòng tắm riêng đi kèm máy sấy tóc, chậu rửa vệ sinh (bidet) cùng vòi sen. Khách nghỉ tại homestay này có thể thưởng thức bữa sáng kiểu Á. Bap Homestay có sân hiên và khu vườn. Chỗ nghỉ nằm gần các điểm tham quan nổi tiếng như Hội quán Quảng Đông, Chùa Cầu Nhật Bản và Hội quán Hải Nam. Sân bay gần nhất là sân bay quốc tế Đà Nẵng, nằm trong bán kính 24 km từ Bap Homestay.",8
1738,Ngoc Loan Hotel,TP. Hồ Chí Minh,"Ngoc Loan Hotel cung cấp phòng nghỉ gắn máy điều hòa ở Quận 7 thuộc Thành phố Hồ Chí Minh, cách Trung tâm Hội chợ và Triển lãm Sài Gòn 5 km. Khách sạn 1 sao này có Wi-Fi miễn phí, lễ tân 24 giờ và dịch vụ phòng. Khách sạn cung cấp các phòng gia đình. Phòng nghỉ tại Ngoc Loan Hotel được trang bị tủ để quần áo, bàn làm việc, TV và phòng tắm riêng. Chỗ nghỉ nằm trong bán kính 5 km từ Bến Nhà Rồng và 6 km từ Chợ ẩm thực đường phố Bến Thành. Sân bay gần nhất là sân bay quốc tế Tân Sơn Nhất, cách Ngoc Loan Hotel 9 km.",7
1740,9 Hostel and Bar,TP. Hồ Chí Minh,"Nằm trong khoảng cách đi bộ ngắn từ Phố Đi bộ Bùi Viện nổi tiếng, 9 Hostel and Rooftop cung cấp các phòng ngủ tập thể và phòng riêng đẹp mắt với WiFi miễn phí. Tọa lạc tại trung tâm Quận 1 sôi động ở Thành phố Hồ Chí Minh, hostel có lối đi dễ dàng đến hầu hết các địa danh chính của thành phố như Chợ Bến Thành, Nhà hát Thành phố, Bảo tàng Mỹ thuật và Nhà thờ Đức Bà.  Mỗi giường tầng trong phòng ngủ tập thể đều được trang bị rèm che tạo sự riêng tư và tủ khóa cá nhân. Các phòng riêng có máy điều hòa, phòng tắm riêng và máy sấy tóc. Dịch vụ phòng được cung cấp theo yêu cầu. Chỗ nghỉ có máy vi tính cho khách sử dụng miễn phí. Nhân viên tại quầy lễ tân có thể hỗ trợ du khách bằng cách cung cấp bản đồ thành phố, giải đáp thắc mắc về việc đi lại và sắp xếp tour du lịch cũng như dịch vụ vận chuyển. Sân bay quốc tế Tân Sơn Nhất nằm trong bán kính 30 phút lái xe từ 9 Hostel and Bar. Giá phòng của chỗ nghỉ bao gồm - Tắm nước nóng miễn phí sau khi trả phòng - Phòng giữ hành lý miễn phí - Tư vấn miễn phí về các tour du lịch và điểm tham quan. Tọa lạc tại trung tâm Quận 1 sôi động ở Thành phố Hồ Chí Minh, 9 Hostel and Bar có kết nối dễ dàng đến hầu hết các địa danh chính của thành phố như Chợ Bến Thành, Nhà Hát Lớn, Bảo tàng Mỹ thuật và Nhà thờ Đức Bà.. Cách Phố Đi bộ Bùi Viện một quãng đi bộ ngắn, 9 Hostel cung cấp các phòng ngủ tập thể đặt làm riêng để tạo sự riêng tư với truy cập WiFi tốc độ cao miễn phí, máy điều hòa, tủ khóa, ... Mỗi giường tầng trong phòng ngủ tập thể đều được trang bị rèm che tạo sự riêng tư và tủ khóa cá nhân. Các phòng riêng có máy điều hòa, phòng tắm riêng và máy sấy tóc. Dịch vụ phòng được cung cấp theo yêu cầu. Chỗ nghỉ có máy vi tính cho khách sử dụng miễn phí. Nhân viên tại quầy lễ tân có thể hỗ trợ du khách bằng cách cung cấp bản đồ thành phố, giải đáp thắc mắc về việc đi lại và sắp xếp tour du lịch cũng như dịch vụ vận chuyển.",6.4
1741,Hanoi Lotus Boutique Hotel,Hà Nội,"Nằm ở trung tâm phố cổ của thành phố Hà Nội, trong bán kính 5 phút đi bộ từ Hồ Hoàn Kiếm nổi tiếng và Nhà hát Mùa rối nước Thăng Long, Hanoi Lotus Boutique Hotel cung cấp Wi-Fi miễn phí. Tất cả các phòng tại Hanoi Lotus Boutique Hotel đều có sàn gỗ và đồ nội thất bằng gỗ. Các phòng còn được trang bị máy lạnh, TV LCD màn hình 32 inch, điện thoại gọi quốc tế trực tiếp, đầu đĩa DVD và minibar. Phòng tắm riêng đi kèm máy sấy tóc, trong khi các phòng chọn lọc có ban công nhìn ra thành phố. Bữa sáng đã được bao gồm trong giá phòng, và quý khách có thể được nhận nước trái cây cả ngày miễn phí và trà/cà phê. Nhân viên lễ tân 24 giờ luôn sẵn sàng trợ giúp quý khách với các yêu cầu về địa điểm tham quan và bố trí chương trình du lịch. Khách sạn có vị trí thuận tiện trong khoảng cách vài phút đi bộ từ Khu Thương Mại Trung Tâm và các tiện ích ăn uống cũng như mua sắm.",6.8
1742,Khoi Nguon,Đà Nẵng,"Tọa lạc tại trung tâm thành phố Đà Nẵng, cách Bãi biển Thanh Bình 2 km và Bảo tàng Chăm 2,3 km, Khoi Nguon cung cấp chỗ nghỉ với WiFi miễn phí và chỗ đỗ xe riêng miễn phí. Homestay này được trang bị TV màn hình phẳng và phòng tắm riêng đi kèm dép đi trong phòng, đồ vệ sinh cá nhân miễn phí cùng vòi xịt/chậu rửa vệ sinh. Khoi Nguon có sân hiên. Chỗ nghỉ cung cấp dịch vụ cho thuê xe hơi. Khoi Nguon nằm cách Trung tâm thương mại Indochina Riverside 3,4 km và Cầu khóa Tình yêu 3,6 km. Sân bay gần nhất là sân bay quốc tế Đà Nẵng, nằm trong bán kính 2,5 km từ homestay.",7
